datetime,symbol,open,high,low,close,volume
2024-10-02 10:00:00,NASDAQ:AAPL,223.37,224.67,223.02,224.56,222096.0
2024-10-02 10:15:00,NASDAQ:AAPL,224.55,225.42,224.51,225.41,131694.0
2024-10-02 10:30:00,NASDAQ:AAPL,225.375,226.18,225.28,225.89,172046.0
2024-10-02 10:45:00,NASDAQ:AAPL,225.88,226.39,225.67,226.07,135613.0
2024-10-02 11:00:00,NASDAQ:AAPL,226.09,226.35,225.92,226.23,99044.0
2024-10-02 11:15:00,NASDAQ:AAPL,226.25,226.59,226.0,226.2,109707.0
2024-10-02 11:30:00,NASDAQ:AAPL,226.22,227.05,226.16,227.05,154661.0
2024-10-02 11:45:00,NASDAQ:AAPL,227.04,227.04,226.56,226.84,67861.0
2024-10-02 12:00:00,NASDAQ:AAPL,226.85,226.945,226.66,226.83,75764.0
2024-10-02 12:15:00,NASDAQ:AAPL,226.83,227.0,226.66,226.95,66560.0
2024-10-02 12:30:00,NASDAQ:AAPL,226.95,226.95,226.67,226.815,57543.0
2024-10-02 12:45:00,NASDAQ:AAPL,226.81,227.02,226.63,226.67,74421.0
2024-10-02 13:00:00,NASDAQ:AAPL,226.61,227.03,226.58,226.93,64923.0
2024-10-02 13:15:00,NASDAQ:AAPL,226.92,226.98,226.665,226.94,52699.0
2024-10-02 13:30:00,NASDAQ:AAPL,226.94,227.01,226.35,226.69,79666.0
2024-10-02 13:45:00,NASDAQ:AAPL,226.68,227.14,226.68,227.12,85421.0
2024-10-02 14:00:00,NASDAQ:AAPL,227.11,227.18,227.02,227.08,66285.0
2024-10-02 14:15:00,NASDAQ:AAPL,227.08,227.13,226.45,226.83,58100.0
2024-10-02 14:30:00,NASDAQ:AAPL,226.82,226.915,226.65,226.85,40566.0
2024-10-02 14:45:00,NASDAQ:AAPL,226.81,226.97,226.77,226.89,57097.0
2024-10-02 15:00:00,NASDAQ:AAPL,226.9,227.13,226.87,227.12,70067.0
2024-10-02 15:15:00,NASDAQ:AAPL,227.1,227.33,227.04,227.25,84340.0
2024-10-02 15:30:00,NASDAQ:AAPL,227.24,227.33,227.08,227.26,107774.0
2024-10-02 15:45:00,NASDAQ:AAPL,227.25,227.37,226.68,226.79,253542.0
2024-10-03 09:30:00,NASDAQ:AAPL,225.06,226.49,224.88,226.0,168528.0
2024-10-03 09:45:00,NASDAQ:AAPL,225.965,226.7,225.56,226.32,141307.0
2024-10-03 10:00:00,NASDAQ:AAPL,226.32,226.8,225.21,225.69,174184.0
2024-10-03 10:15:00,NASDAQ:AAPL,225.69,225.9,224.71,224.83,164011.0
2024-10-03 10:30:00,NASDAQ:AAPL,224.82,225.53,224.53,224.63,146885.0
2024-10-03 10:45:00,NASDAQ:AAPL,224.65,225.25,224.25,224.34,136870.0
2024-10-03 11:00:00,NASDAQ:AAPL,224.33,224.7,224.3,224.65,85582.0
2024-10-03 11:15:00,NASDAQ:AAPL,224.65,225.01,224.54,224.88,97203.0
2024-10-03 11:30:00,NASDAQ:AAPL,224.87,225.24,224.85,225.14,74918.0
2024-10-03 11:45:00,NASDAQ:AAPL,225.18,225.26,225.01,225.15,52067.0
2024-10-03 12:00:00,NASDAQ:AAPL,225.14,225.37,225.01,225.26,60576.0
2024-10-03 12:15:00,NASDAQ:AAPL,225.265,225.27,224.97,225.08,53068.0
2024-10-03 12:30:00,NASDAQ:AAPL,225.08,225.09,224.22,224.48,93437.0
2024-10-03 12:45:00,NASDAQ:AAPL,224.44,224.47,223.64,223.82,142303.0
2024-10-03 13:00:00,NASDAQ:AAPL,223.8,223.98,223.33,223.72,122840.0
2024-10-03 13:15:00,NASDAQ:AAPL,223.71,224.29,223.6,223.84,123879.0
2024-10-03 13:30:00,NASDAQ:AAPL,223.84,224.305,223.79,224.17,68808.0
2024-10-03 13:45:00,NASDAQ:AAPL,224.165,224.34,223.99,224.26,45366.0
2024-10-03 14:00:00,NASDAQ:AAPL,224.29,224.4,224.015,224.06,50421.0
2024-10-03 14:15:00,NASDAQ:AAPL,224.07,224.15,223.7,223.85,55081.0
2024-10-03 14:30:00,NASDAQ:AAPL,223.84,224.04,223.77,223.84,65583.0
2024-10-03 14:45:00,NASDAQ:AAPL,223.85,223.96,223.61,223.625,69286.0
2024-10-03 15:00:00,NASDAQ:AAPL,223.62,223.71,223.5,223.605,58717.0
2024-10-03 15:15:00,NASDAQ:AAPL,223.6,223.89,223.57,223.7,70281.0
2024-10-03 15:30:00,NASDAQ:AAPL,223.71,224.08,223.67,224.07,137465.0
2024-10-03 15:45:00,NASDAQ:AAPL,224.07,225.84,223.99,225.6,568862.0
2024-10-04 09:30:00,NASDAQ:AAPL,227.9,228.0,225.6,225.96,335823.0
2024-10-04 09:45:00,NASDAQ:AAPL,225.975,226.25,225.06,225.15,217099.0
2024-10-04 10:00:00,NASDAQ:AAPL,225.16,225.63,224.6,224.88,187107.0
2024-10-04 10:15:00,NASDAQ:AAPL,224.88,225.31,224.38,224.5,190603.0
2024-10-04 10:30:00,NASDAQ:AAPL,224.49,225.35,224.13,225.3,174061.0
2024-10-04 10:45:00,NASDAQ:AAPL,225.32,225.53,224.83,225.12,112528.0
2024-10-04 11:00:00,NASDAQ:AAPL,225.11,225.34,224.66,224.66,108436.0
2024-10-04 11:15:00,NASDAQ:AAPL,224.65,225.01,224.31,224.56,107581.0
2024-10-04 11:30:00,NASDAQ:AAPL,224.56,225.05,224.33,224.86,100627.0
2024-10-04 11:45:00,NASDAQ:AAPL,224.82,225.53,224.62,225.53,112305.0
2024-10-04 12:00:00,NASDAQ:AAPL,225.54,225.57,224.8,224.87,96107.0
2024-10-04 12:15:00,NASDAQ:AAPL,224.84,225.03,224.7,224.95,53060.0
2024-10-04 12:30:00,NASDAQ:AAPL,224.94,225.49,224.87,225.39,69125.0
2024-10-04 12:45:00,NASDAQ:AAPL,225.37,225.46,224.93,225.13,53644.0
2024-10-04 13:00:00,NASDAQ:AAPL,225.14,225.29,225.025,225.26,39133.0
2024-10-04 13:15:00,NASDAQ:AAPL,225.26,225.41,225.12,225.13,54723.0
2024-10-04 13:30:00,NASDAQ:AAPL,225.1,225.34,224.54,225.32,87074.0
2024-10-04 13:45:00,NASDAQ:AAPL,225.3,225.35,224.83,224.88,68263.0
2024-10-04 14:00:00,NASDAQ:AAPL,224.89,224.98,224.71,224.81,77565.0
2024-10-04 14:15:00,NASDAQ:AAPL,224.8,225.18,224.63,225.09,70697.0
2024-10-04 14:30:00,NASDAQ:AAPL,225.08,225.29,225.04,225.23,63041.0
2024-10-04 14:45:00,NASDAQ:AAPL,225.24,225.53,225.22,225.53,98169.0
2024-10-04 15:00:00,NASDAQ:AAPL,225.53,225.58,225.28,225.37,81471.0
2024-10-04 15:15:00,NASDAQ:AAPL,225.365,226.19,225.33,226.1,138696.0
2024-10-04 15:30:00,NASDAQ:AAPL,226.09,226.35,225.93,226.31,147658.0
2024-10-04 15:45:00,NASDAQ:AAPL,226.3,226.98,226.05,226.8,437894.0
2024-10-07 09:30:00,NASDAQ:AAPL,224.5,225.11,224.05,224.835,256768.0
2024-10-07 09:45:00,NASDAQ:AAPL,224.87,225.41,224.74,225.05,132847.0
2024-10-07 10:00:00,NASDAQ:AAPL,225.03,225.53,224.42,225.08,217361.0
2024-10-07 10:15:00,NASDAQ:AAPL,225.11,225.53,224.93,225.32,97117.0
2024-10-07 10:30:00,NASDAQ:AAPL,225.315,225.69,225.17,225.405,74648.0
2024-10-07 10:45:00,NASDAQ:AAPL,225.415,225.515,225.04,225.3,77122.0
2024-10-07 11:00:00,NASDAQ:AAPL,225.29,225.29,224.49,224.92,130878.0
2024-10-07 11:15:00,NASDAQ:AAPL,224.92,225.14,224.81,225.08,72864.0
2024-10-07 11:30:00,NASDAQ:AAPL,225.09,225.275,224.76,224.82,70922.0
2024-10-07 11:45:00,NASDAQ:AAPL,224.83,224.96,224.71,224.89,53375.0
2024-10-07 12:00:00,NASDAQ:AAPL,224.88,224.93,224.07,224.57,128169.0
2024-10-07 12:15:00,NASDAQ:AAPL,224.59,224.83,224.25,224.25,65816.0
2024-10-07 12:30:00,NASDAQ:AAPL,224.26,224.41,224.06,224.15,54019.0
2024-10-07 12:45:00,NASDAQ:AAPL,224.16,224.18,223.89,223.96,115498.0
2024-10-07 13:00:00,NASDAQ:AAPL,223.96,224.565,223.96,224.3,98988.0
2024-10-07 13:15:00,NASDAQ:AAPL,224.3,224.41,223.8,223.82,87827.0
2024-10-07 13:30:00,NASDAQ:AAPL,223.8,224.06,223.7,223.78,72722.0
2024-10-07 13:45:00,NASDAQ:AAPL,223.77,223.86,223.4,223.85,84594.0
2024-10-07 14:00:00,NASDAQ:AAPL,223.87,223.92,223.54,223.68,48726.0
2024-10-07 14:15:00,NASDAQ:AAPL,223.68,223.98,223.65,223.74,58790.0
2024-10-07 14:30:00,NASDAQ:AAPL,223.72,223.72,222.77,223.06,176523.0
2024-10-07 14:45:00,NASDAQ:AAPL,223.06,223.14,222.23,222.32,148372.0
2024-10-07 15:00:00,NASDAQ:AAPL,222.29,222.77,222.22,222.58,103088.0
2024-10-07 15:15:00,NASDAQ:AAPL,222.58,222.775,222.43,222.56,99702.0
2024-10-07 15:30:00,NASDAQ:AAPL,222.57,222.64,222.16,222.22,136478.0
2024-10-07 15:45:00,NASDAQ:AAPL,222.22,222.57,221.33,221.67,392938.0
2024-10-08 09:30:00,NASDAQ:AAPL,224.21,224.53,223.28,224.19,374524.0
2024-10-08 09:45:00,NASDAQ:AAPL,224.22,225.15,223.75,225.07,245683.0
2024-10-08 10:00:00,NASDAQ:AAPL,225.09,225.87,224.62,224.68,216713.0
2024-10-08 10:15:00,NASDAQ:AAPL,224.68,225.1,224.54,224.9,98878.0
2024-10-08 10:30:00,NASDAQ:AAPL,224.91,225.75,224.81,225.61,182761.0
2024-10-08 10:45:00,NASDAQ:AAPL,225.6,225.97,224.91,225.04,142285.0
2024-10-08 11:00:00,NASDAQ:AAPL,225.02,225.23,224.7,224.89,69397.0
2024-10-08 11:15:00,NASDAQ:AAPL,224.88,225.35,224.67,225.34,58349.0
2024-10-08 11:30:00,NASDAQ:AAPL,225.35,225.465,225.08,225.405,80652.0
2024-10-08 11:45:00,NASDAQ:AAPL,225.41,225.6,225.21,225.34,69452.0
2024-10-08 12:00:00,NASDAQ:AAPL,225.35,225.35,224.83,225.04,72139.0
2024-10-08 12:15:00,NASDAQ:AAPL,225.03,225.22,224.74,224.85,38433.0
2024-10-08 12:30:00,NASDAQ:AAPL,224.83,225.01,224.71,224.71,31621.0
2024-10-08 12:45:00,NASDAQ:AAPL,224.73,224.83,224.57,224.69,46262.0
2024-10-08 13:00:00,NASDAQ:AAPL,224.69,224.76,224.23,224.7,76117.0
2024-10-08 13:15:00,NASDAQ:AAPL,224.69,224.8,224.43,224.75,31865.0
2024-10-08 13:30:00,NASDAQ:AAPL,224.74,224.99,224.71,224.76,50308.0
2024-10-08 13:45:00,NASDAQ:AAPL,224.78,225.0,224.66,224.965,44075.0
2024-10-08 14:00:00,NASDAQ:AAPL,224.96,225.11,224.87,224.98,62609.0
2024-10-08 14:15:00,NASDAQ:AAPL,224.98,225.115,224.925,224.925,40437.0
2024-10-08 14:30:00,NASDAQ:AAPL,224.9,225.31,224.77,224.975,61873.0
2024-10-08 14:45:00,NASDAQ:AAPL,224.98,225.44,224.94,225.34,59876.0
2024-10-08 15:00:00,NASDAQ:AAPL,225.32,225.585,225.1,225.3,77111.0
2024-10-08 15:15:00,NASDAQ:AAPL,225.31,225.41,225.1,225.27,91474.0
2024-10-08 15:30:00,NASDAQ:AAPL,225.27,225.59,225.23,225.41,122335.0
2024-10-08 15:45:00,NASDAQ:AAPL,225.4,225.98,225.36,225.79,321248.0
2024-10-09 09:30:00,NASDAQ:AAPL,225.14,226.39,224.83,225.68,258777.0
2024-10-09 09:45:00,NASDAQ:AAPL,225.71,226.48,225.7,226.13,128233.0
2024-10-09 10:00:00,NASDAQ:AAPL,226.19,226.58,225.83,226.06,149296.0
2024-10-09 10:15:00,NASDAQ:AAPL,226.05,227.17,225.82,227.1,448106.0
2024-10-09 10:30:00,NASDAQ:AAPL,227.09,227.68,226.98,227.56,137593.0
2024-10-09 10:45:00,NASDAQ:AAPL,227.57,227.79,227.205,227.65,116662.0
2024-10-09 11:00:00,NASDAQ:AAPL,227.675,228.225,227.65,228.18,181033.0
2024-10-09 11:15:00,NASDAQ:AAPL,228.16,228.28,227.82,228.2,99902.0
