datetime,symbol,open,high,low,close,volume
2024-07-11 09:30:00,NASDAQ:AAPL,231.39,232.39,225.77,227.57,64710617.0
2024-07-12 09:30:00,NASDAQ:AAPL,228.92,232.64,228.68,230.54,53046527.0
2024-07-15 09:30:00,NASDAQ:AAPL,236.48,237.23,233.09,234.4,62631252.0
2024-07-16 09:30:00,NASDAQ:AAPL,235.0,236.27,232.33,234.82,43234278.0
2024-07-17 09:30:00,NASDAQ:AAPL,229.45,231.4599,226.64,228.88,57345884.0
2024-07-18 09:30:00,NASDAQ:AAPL,230.28,230.44,222.27,224.18,66034585.0
2024-07-19 09:30:00,NASDAQ:AAPL,224.82,226.8,223.275,224.31,49151453.0
2024-07-22 09:30:00,NASDAQ:AAPL,227.01,227.78,223.09,223.96,48201835.0
2024-07-23 09:30:00,NASDAQ:AAPL,224.365,226.94,222.68,225.01,39960260.0
2024-07-24 09:30:00,NASDAQ:AAPL,224.0,224.8,217.13,218.54,61777576.0
2024-07-25 09:30:00,NASDAQ:AAPL,218.93,220.85,214.62,217.49,51391199.0
2024-07-26 09:30:00,NASDAQ:AAPL,218.7,219.49,216.01,217.96,41601345.0
2024-07-29 09:30:00,NASDAQ:AAPL,216.96,219.3,215.75,218.24,36311778.0
2024-07-30 09:30:00,NASDAQ:AAPL,219.19,220.325,216.12,218.8,41643840.0
2024-07-31 09:30:00,NASDAQ:AAPL,221.44,223.82,220.63,222.08,50036262.0
2024-08-01 09:30:00,NASDAQ:AAPL,224.37,224.48,217.02,218.36,62500996.0
2024-08-02 09:30:00,NASDAQ:AAPL,219.15,225.6,217.71,219.86,105568560.0
2024-08-05 09:30:00,NASDAQ:AAPL,199.09,213.5,196.0,209.27,119548589.0
2024-08-06 09:30:00,NASDAQ:AAPL,205.3,209.99,201.07,207.23,69660488.0
2024-08-07 09:30:00,NASDAQ:AAPL,206.9,213.64,206.39,209.82,63516417.0
2024-08-08 09:30:00,NASDAQ:AAPL,213.11,214.2,208.83,213.31,47161149.0
2024-08-09 09:30:00,NASDAQ:AAPL,212.1,216.78,211.97,216.24,42201646.0
2024-08-12 09:30:00,NASDAQ:AAPL,216.07,219.5099,215.6,217.53,38028092.0
2024-08-13 09:30:00,NASDAQ:AAPL,219.01,221.89,219.01,221.27,44155331.0
2024-08-14 09:30:00,NASDAQ:AAPL,220.57,223.03,219.7,221.72,41960574.0
2024-08-15 09:30:00,NASDAQ:AAPL,224.6,225.35,222.76,224.72,46414013.0
2024-08-16 09:30:00,NASDAQ:AAPL,223.92,226.8271,223.6501,226.05,44340240.0
2024-08-19 09:30:00,NASDAQ:AAPL,225.72,225.99,223.04,225.89,40687813.0
2024-08-20 09:30:00,NASDAQ:AAPL,225.77,227.17,225.45,226.51,30299033.0
2024-08-21 09:30:00,NASDAQ:AAPL,226.52,227.98,225.05,226.4,34765480.0
2024-08-22 09:30:00,NASDAQ:AAPL,227.79,228.34,223.9,224.53,43695321.0
2024-08-23 09:30:00,NASDAQ:AAPL,225.6589,228.22,224.33,226.84,38677250.0
2024-08-26 09:30:00,NASDAQ:AAPL,226.76,227.28,223.8905,227.18,30602208.0
2024-08-27 09:30:00,NASDAQ:AAPL,225.995,228.85,224.89,228.03,35934559.0
2024-08-28 09:30:00,NASDAQ:AAPL,227.92,229.86,225.68,226.49,38052167.0
2024-08-29 09:30:00,NASDAQ:AAPL,230.1,232.92,228.88,229.79,51906297.0
2024-08-30 09:30:00,NASDAQ:AAPL,230.19,230.4,227.48,229.0,52990770.0
2024-09-03 09:30:00,NASDAQ:AAPL,228.55,229.0,221.17,222.77,50190574.0
2024-09-04 09:30:00,NASDAQ:AAPL,221.66,221.78,217.48,220.85,43840196.0
2024-09-05 09:30:00,NASDAQ:AAPL,221.625,225.48,221.52,222.38,36615398.0
2024-09-06 09:30:00,NASDAQ:AAPL,223.95,225.24,219.77,220.82,48423011.0
2024-09-09 09:30:00,NASDAQ:AAPL,220.82,221.27,216.71,220.91,67179965.0
2024-09-10 09:30:00,NASDAQ:AAPL,218.92,221.48,216.73,220.11,51591033.0
2024-09-11 09:30:00,NASDAQ:AAPL,221.455,223.09,217.89,222.66,44587072.0
2024-09-12 09:30:00,NASDAQ:AAPL,222.5,223.55,219.82,222.77,37498225.0
2024-09-13 09:30:00,NASDAQ:AAPL,223.58,224.04,221.91,222.5,36766619.0
2024-09-16 09:30:00,NASDAQ:AAPL,216.54,217.22,213.92,216.32,59357427.0
2024-09-17 09:30:00,NASDAQ:AAPL,215.75,216.9,214.5,216.79,45519339.0
2024-09-18 09:30:00,NASDAQ:AAPL,217.55,222.71,217.54,220.69,59894928.0
2024-09-19 09:30:00,NASDAQ:AAPL,224.99,229.82,224.63,228.87,66781315.0
2024-09-20 09:30:00,NASDAQ:AAPL,229.97,233.09,227.62,228.2,318679888.0
2024-09-23 09:30:00,NASDAQ:AAPL,227.34,229.45,225.81,226.47,54146023.0
2024-09-24 09:30:00,NASDAQ:AAPL,228.645,229.35,225.73,227.37,43556068.0
2024-09-25 09:30:00,NASDAQ:AAPL,224.93,227.29,224.02,226.37,42308715.0
2024-09-26 09:30:00,NASDAQ:AAPL,227.3,228.5,225.41,227.52,36636707.0
2024-09-27 09:30:00,NASDAQ:AAPL,228.46,229.52,227.3,227.79,34025967.0
2024-09-30 09:30:00,NASDAQ:AAPL,230.04,233.0,229.65,233.0,54793391.0
2024-10-01 09:30:00,NASDAQ:AAPL,229.52,229.65,223.74,226.21,63285048.0
2024-10-02 09:30:00,NASDAQ:AAPL,225.89,227.37,223.02,226.78,32880605.0
2024-10-03 09:30:00,NASDAQ:AAPL,225.14,226.805,223.32,225.67,34044158.0
2024-10-04 09:30:00,NASDAQ:AAPL,227.9,228.0,224.13,226.8,37345098.0
2024-10-07 09:30:00,NASDAQ:AAPL,224.5,225.69,221.33,221.69,39505354.0
2024-10-08 09:30:00,NASDAQ:AAPL,224.3,225.98,223.25,225.77,31855693.0
2024-10-09 09:30:00,NASDAQ:AAPL,225.23,229.75,224.83,229.54,33591091.0
2024-10-10 09:30:00,NASDAQ:AAPL,227.78,229.5,227.17,229.04,28183544.0
2024-10-11 09:30:00,NASDAQ:AAPL,229.3,229.41,227.34,227.55,31759188.0
2024-10-14 09:30:00,NASDAQ:AAPL,228.7,231.73,228.6,231.3,39882085.0
2024-10-15 09:30:00,NASDAQ:AAPL,233.61,237.49,232.37,233.85,64751367.0
2024-10-16 09:30:00,NASDAQ:AAPL,231.6,232.12,229.84,231.78,34082240.0
2024-10-17 09:30:00,NASDAQ:AAPL,233.43,233.85,230.52,232.15,32993810.0
2024-10-18 09:30:00,NASDAQ:AAPL,236.18,236.18,234.01,235.0,46431472.0
2024-10-21 09:30:00,NASDAQ:AAPL,234.45,236.85,234.45,236.48,36254470.0
